kew_id,family,genus,species,infraspecies,taxon_name,authors,rank,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,parent_kew_id,parent_name,parent_authors,reviewed,publication,original_name_id
45286-1,Acanthaceae,Anisostachya,castellana,,Anisostachya castellana,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 535 (1966),
45287-1,Acanthaceae,Anisostachya,coccinea,,Anisostachya coccinea,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 427 (1965),
45288-1,Acanthaceae,Anisostachya,cognata,,Anisostachya cognata,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 114: 441 (1968),
45289-1,Acanthaceae,Anisostachya,colorata,,Anisostachya colorata,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 538 (1966),
45291-1,Acanthaceae,Anisostachya,debilis,,Anisostachya debilis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 537 (1966),
45292-1,Acanthaceae,Anisostachya,delphinensis,,Anisostachya delphinensis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 403 (1964),
45293-1,Acanthaceae,Anisostachya,denticulata,,Anisostachya denticulata,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 113: 535 (1967),
45294-1,Acanthaceae,Anisostachya,dispersa,,Anisostachya dispersa,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 427 (1965),
45295-1,Acanthaceae,Anisostachya,elata,,Anisostachya elata,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 536 (1966),
45296-1,Acanthaceae,Anisostachya,elliptica,,Anisostachya elliptica,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 535 (1966),
45297-1,Acanthaceae,Anisostachya,elytraria,,Anisostachya elytraria,(Lindau) Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 400 (1964),46954-1
45298-1,Acanthaceae,Anisostachya,eromoensis,,Anisostachya eromoensis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 424 (1965),
45299-1,Acanthaceae,Anisostachya,haplostachya,,Anisostachya haplostachya,(Nees) Lindau,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3e): 329 (1895)",53717-1
45300-1,Acanthaceae,Anisostachya,humbertii,,Anisostachya humbertii,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 114: 422 (1968),
45301-1,Acanthaceae,Anisostachya,humblotii,,Anisostachya humblotii,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 426 (1965),
45302-1,Acanthaceae,Anisostachya,incisa,,Anisostachya incisa,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 113: 535 (1967),
45303-1,Acanthaceae,Anisostachya,induta,,Anisostachya induta,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 534 (1966),
45305-1,Acanthaceae,Anisostachya,latebracteata,,Anisostachya latebracteata,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 403 (1964),
45306-1,Acanthaceae,Anisostachya,littoralis,,Anisostachya littoralis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 427 (1965),
45307-1,Acanthaceae,Anisostachya,maculata,,Anisostachya maculata,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 539 (1966),
45308-1,Acanthaceae,Anisostachya,modica,,Anisostachya modica,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 113: 536 (1967),
45309-1,Acanthaceae,Anisostachya,oblonga,,Anisostachya oblonga,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 113: 535 (1967),
45310-1,Acanthaceae,Anisostachya,parvifolia,,Anisostachya parvifolia,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 540 (1966),
45311-1,Acanthaceae,Anisostachya,paucinervis,,Anisostachya paucinervis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 422 (1965),
45312-1,Acanthaceae,Anisostachya,perrieri,,Anisostachya perrieri,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 114: 441 (1968),
45313-1,Acanthaceae,Anisostachya,puberula,,Anisostachya puberula,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 537 (1966),
45314-1,Acanthaceae,Anisostachya,pubescens,,Anisostachya pubescens,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 421 (1965),
45315-1,Acanthaceae,Anisostachya,purpurea,,Anisostachya purpurea,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 402 (1964),
45316-1,Acanthaceae,Anisostachya,ramosa,,Anisostachya ramosa,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 423 (1965),
45317-1,Acanthaceae,Anisostachya,reptans,,Anisostachya reptans,(Nees) Lindau,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3e): 329 (1895)",53742-1
45318-1,Acanthaceae,Anisostachya,ripicola,,Anisostachya ripicola,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 538 (1966),
45319-1,Acanthaceae,Anisostachya,rivalis,,Anisostachya rivalis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 538 (1966),
45320-1,Acanthaceae,Anisostachya,rosea,,Anisostachya rosea,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 539 (1966),
45321-1,Acanthaceae,Anisostachya,sambiranensis,,Anisostachya sambiranensis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 538 (1966),
45322-1,Acanthaceae,Anisostachya,seyrigii,,Anisostachya seyrigii,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 425 (1965),
45323-1,Acanthaceae,Anisostachya,spatulata,,Anisostachya spatulata,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 536 (1966),
45324-1,Acanthaceae,Anisostachya,straminea,,Anisostachya straminea,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 113: 534 (1967),
45325-1,Acanthaceae,Anisostachya,taviala,,Anisostachya taviala,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 422 (1965),
45326-1,Acanthaceae,Anisostachya,tenella,,Anisostachya tenella,(Nees) Lindau,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,"H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam. 4(3e): 329 (1895)",53750-1
45327-1,Acanthaceae,Anisostachya,triticea,,Anisostachya triticea,(Baker) Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 400 (1963),51766-1
45328-1,Acanthaceae,Anisostachya,ungemachii,,Anisostachya ungemachii,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 401 (1964),
45329-1,Acanthaceae,Anisostachya,velutina,,Anisostachya velutina,Nees,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,"A.P.de Candolle, Prodr. 11: 730 (1847)",
45330-1,Acanthaceae,Anisostachya,vestita,,Anisostachya vestita,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 534 (1966),
45331-1,Acanthaceae,Anisostachya,vohemarensis,,Anisostachya vohemarensis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 423 (1965),
45332-1,Acanthaceae,Anisotes,bracteatus,,Anisotes bracteatus,Milne-Redh.,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Hooker's Icon. Pl. 33: t. 3268 (1935),
77141128-1,Acanthaceae,Anisotes,comorensis,,Anisotes comorensis,(Lindau) T.F.Daniel,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Candollea 69: 50 (2014),49610-1
77086735-1,Acanthaceae,Anisotes,divaricatus,,Anisotes divaricatus,"T.F.Daniel, Mbola, Almeda & Phillipson",SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,"Proc. Calif. Acad. Sci., ser. 4, 58: 127 (2007)",
45333-1,Acanthaceae,Anisotes,diversifolius,,Anisotes diversifolius,Balf.f.,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Proc. Roy. Soc. Edinburgh 12: 88 (1883),
45334-1,Acanthaceae,Anisotes,dumosus,,Anisotes dumosus,Milne-Redh.,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Bull. Misc. Inform. Kew 1936: 487 (1936),
77109776-1,Acanthaceae,Anisotes,galanae,,Anisotes galanae,(Baden) Vollesen,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,"Fl. Trop. E. Africa, Acanth.(2): 660 (2010)",916051-1
45336-1,Acanthaceae,Anisotes,guineensis,,Anisotes guineensis,Lindau,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Mém. Soc. Bot. France 8: 53 (1908),
77137828-1,Acanthaceae,Anisotes,hygroscopicus,,Anisotes hygroscopicus,"T.F.Daniel, Letsara & Martín-Bravo",SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Novon 22: 398 (2013),
45337-1,Acanthaceae,Anisotes,involucratus,,Anisotes involucratus,Fiori,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Bull. Soc. Bot. Ital. 1915: 59 (1915),
77147174-1,Acanthaceae,Anisotes,longistrobus,,Anisotes longistrobus,(C.B.Clarke) Vollesen,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Fl. Zambes. 8(6): 236 (2015),52260-1
45338-1,Acanthaceae,Anisotes,macrophyllus,,Anisotes macrophyllus,(Lindau) Heine,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Fl. Gabon 13: 189 (1966),49611-1
45339-1,Acanthaceae,Anisotes,madagascariensis,,Anisotes madagascariensis,Benoist,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Bull. Soc. Bot. France 76: 1036 (1929 publ. 1930),
77141129-1,Acanthaceae,Anisotes,mayottensis,,Anisotes mayottensis,T.F.Daniel,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Candollea 69: 51 (2014),
896898-1,Acanthaceae,Anisotes,nyassae,,Anisotes nyassae,Baden,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Nordic J. Bot. 1: 36 (1981),
45340-1,Acanthaceae,Anisotes,parvifolius,,Anisotes parvifolius,Oliv.,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Hooker's Icon. Pl. 16: t. 1527 (1886),
77137829-1,Acanthaceae,Anisotes,perplexus,,Anisotes perplexus,"T.F.Daniel, Letsara & Martín-Bravo",SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Novon 22: 402 (2013),
45341-1,Acanthaceae,Anisotes,pubinervius,,Anisotes pubinervius,(T.Anderson) Heine,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Fl. Gabon 13: 189 (1966),54806-1
77202494-1,Acanthaceae,Anisotes,pulchellus,,Anisotes pulchellus,"(Benoist) T.F.Daniel, Letsara & Rakotonas.",SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,"Proc. Calif. Acad. Sci., ser. 4, 66: 53 (2019)",47168-1
45342-1,Acanthaceae,Anisotes,rogersii,,Anisotes rogersii,S.Moore,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,J. Bot. 57: 91 (1919),
45344-1,Acanthaceae,Anisotes,sessiliflorus,,Anisotes sessiliflorus,(T.Anderson) C.B.Clarke,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 226 (1900)",49615-1
77109775-1,Acanthaceae,Anisotes,spectabilis,,Anisotes spectabilis,(Mildbr.) Vollesen,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,"Fl. Trop. E. Africa, Acanth.(2): 657 (2010)",46928-1
77137830-1,Acanthaceae,Anisotes,subcoriaceus,,Anisotes subcoriaceus,"T.F.Daniel, Letsara & Martín-Bravo",SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Novon 22: 405 (2013),
77155347-1,Acanthaceae,Anisotes,tablensis,,Anisotes tablensis,T.F.Daniel,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,"Proc. Calif. Acad. Sci., ser. 4, 62: 451 (2015)",
896899-1,Acanthaceae,Anisotes,tanensis,,Anisotes tanensis,Baden,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Nordic J. Bot. 1: 36 (1981),
896900-1,Acanthaceae,Anisotes,tangensis,,Anisotes tangensis,Baden,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Nordic J. Bot. 1: 36 (1981),
45345-1,Acanthaceae,Anisotes,trisulcus,,Anisotes trisulcus,(Forssk.) Nees,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,"A.P.de Candolle, Prodr. 11: 424 (1847)",47327-1
45347-1,Acanthaceae,Anisotes,ukambensis,,Anisotes ukambensis,Lindau,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Bot. Jahrb. Syst. 49: 409 (1913),
45348-1,Acanthaceae,Anisotes,umbrosus,,Anisotes umbrosus,Milne-Redh.,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Hooker's Icon. Pl. 33: t. 3267 (1935),
77137831-1,Acanthaceae,Anisotes,venosus,,Anisotes venosus,"T.F.Daniel, Letsara & Martín-Bravo",SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,Novon 22: 407 (2013),
45350-1,Acanthaceae,Anisotes,zenkeri,,Anisotes zenkeri,(Lindau) C.B.Clarke,SPECIES,Accepted,,,,331350-2,Anisotes,Nees,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 227 (1900)",49617-1
948338-1,Acanthaceae,Anomacanthus,congolanus,,Anomacanthus congolanus,(De Wild. & T.Durand) Brummitt,SPECIES,Accepted,,,,381-1,Anomacanthus,R.D.Good,In review,Kew Bull. 45: 710 (1990),49100-1
1220271-2,Acanthaceae,Aphanosperma,sinaloense,,Aphanosperma sinaloense,(Leonard & Gentry) T.F.Daniel,SPECIES,Accepted,,,,925110-1,Aphanosperma,T.F.Daniel,In review,Amer. J. Bot. 75: 548 (1988),274141-2
15966-2,Acanthaceae,Aphelandra,acanthifolia,,Aphelandra acanthifolia,Hook.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Hooker's Icon. Pl. 2: 113 (1837),
45379-1,Acanthaceae,Aphelandra,acanthus,,Aphelandra acanthus,Nees,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,"A.P.de Candolle, Prodr. 11: 302 (1847)",
15967-2,Acanthaceae,Aphelandra,acrensis,,Aphelandra acrensis,Lindau,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Notizbl. Königl. Bot. Gart. Berlin 6: 196 (1914),
15970-2,Acanthaceae,Aphelandra,albert-smithii,,Aphelandra albert-smithii,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 232 (1953),
307145-2,Acanthaceae,Aphelandra,albinotata,,Aphelandra albinotata,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Nordic J. Bot. 16: 405 (1996 publ. 1997),
16122-2,Acanthaceae,Aphelandra,alexandri,,Aphelandra alexandri,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,J. Washington Acad. Sci. 25: 438 (1935),
16123-2,Acanthaceae,Aphelandra,ameleta,,Aphelandra ameleta,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Wrightia 2: 148 (1961),
307138-2,Acanthaceae,Aphelandra,anderssonii,,Aphelandra anderssonii,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Nordic J. Bot. 16: 394 (1996),
938039-1,Acanthaceae,Aphelandra,antioquiensis,,Aphelandra antioquiensis,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Revista Acad. Colomb. Ci. Exact. 65: 253 (1989),
77211634-1,Acanthaceae,Aphelandra,apecoi,,Aphelandra apecoi,"R.Villanueva, Rob.Fernández & Pillaca",SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytotaxa 459: 203 (2020),
77108236-1,Acanthaceae,Aphelandra,arborea,,Aphelandra arborea,(Mill.) M.R.Almeida,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Fl. Maharashtra 4A: 6 (2003),50302-1
16128-2,Acanthaceae,Aphelandra,arisema,,Aphelandra arisema,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 200 (1953),
16129-2,Acanthaceae,Aphelandra,aristei,,Aphelandra aristei,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 228 (1953),
16130-2,Acanthaceae,Aphelandra,arnoldii,,Aphelandra arnoldii,Mildbr.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Notizbl. Bot. Gart. Berlin-Dahlem 11: 63 (1930),
16132-2,Acanthaceae,Aphelandra,attenuata,,Aphelandra attenuata,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 487 (1973),
77139521-1,Acanthaceae,Aphelandra,aucayacuensis,,Aphelandra aucayacuensis,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,J. Bot. Res. Inst. Texas 7: 113 (2013),
1053173-2,Acanthaceae,Aphelandra,aurantiaca,,Aphelandra aurantiaca,(Scheidw.) Lindl.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Edwards's Bot. Reg. 31: t. 12 (1845),49561-1
307139-2,Acanthaceae,Aphelandra,azuayensis,,Aphelandra azuayensis,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Nordic J. Bot. 16: 394 (1996),
16136-2,Acanthaceae,Aphelandra,bahiensis,,Aphelandra bahiensis,(Nees) Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Smithsonian Contr. Bot. 18: 63 (1975),134927-2
16137-2,Acanthaceae,Aphelandra,barkleyi,,Aphelandra barkleyi,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 221 (1953),
16138-2,Acanthaceae,Aphelandra,benoistii,,Aphelandra benoistii,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 489 (1973),
16139-2,Acanthaceae,Aphelandra,blanchetiana,,Aphelandra blanchetiana,(Nees) Hook.f.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Bot. Mag. 117: t. 7179 (1891),56027-1
16140-2,Acanthaceae,Aphelandra,blandii,,Aphelandra blandii,Lindau,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Bull. Herb. Boissier 5: 656 (1897),
16141-2,Acanthaceae,Aphelandra,botanodes,,Aphelandra botanodes,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 155 (1953),
16142-2,Acanthaceae,Aphelandra,boyacensis,,Aphelandra boyacensis,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 198 (1953),
16143-2,Acanthaceae,Aphelandra,bradeana,,Aphelandra bradeana,Rizzini,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Arch. Jard. Bot. Rio de Janeiro 8: 325 (1948),
16145-2,Acanthaceae,Aphelandra,campanensis,,Aphelandra campanensis,Durkee,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Ann. Missouri Bot. Gard. 65: 162 (1978),
16146-2,Acanthaceae,Aphelandra,campii,,Aphelandra campii,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 467 (1973),
45409-1,Acanthaceae,Aphelandra,caput-medusae,,Aphelandra caput-medusae,Lindau,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,"Bull. Herb. Boissier, sér. 2, 4: 325 (1904)",
16148-2,Acanthaceae,Aphelandra,castanifolia,,Aphelandra castanifolia,Britton ex Rusby,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Bull. Torrey Bot. Club 27: 76 (1900),
45412-1,Acanthaceae,Aphelandra,chamissoniana,,Aphelandra chamissoniana,Nees,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 9: 90 (1847)",
16150-2,Acanthaceae,Aphelandra,chaponensis,,Aphelandra chaponensis,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 273 (1953),
16151-2,Acanthaceae,Aphelandra,chrysantha,,Aphelandra chrysantha,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 483 (1973),
16153-2,Acanthaceae,Aphelandra,cinnabarina,,Aphelandra cinnabarina,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 485 (1973),
16154-2,Acanthaceae,Aphelandra,cirsioides,,Aphelandra cirsioides,Lindau,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Repert. Spec. Nov. Regni Veg. 1: 157 (1905),
45419-1,Acanthaceae,Aphelandra,claussenii,,Aphelandra claussenii,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Smithsonian Contr. Bot. 18: 103 (1975),
16156-2,Acanthaceae,Aphelandra,colombiensis,,Aphelandra colombiensis,Lindau ex Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 196 (1953),
16157-2,Acanthaceae,Aphelandra,colorata,,Aphelandra colorata,(Vell.) Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Smithsonian Contr. Bot. 18: 103 (1975),53932-1
16159-2,Acanthaceae,Aphelandra,conformis,,Aphelandra conformis,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 194 (1953),
16161-2,Acanthaceae,Aphelandra,crenata,,Aphelandra crenata,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 259 (1953),
16163-2,Acanthaceae,Aphelandra,crispata,,Aphelandra crispata,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 151 (1953),
16165-2,Acanthaceae,Aphelandra,cuatrecasasii,,Aphelandra cuatrecasasii,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 204 (1953),
16166-2,Acanthaceae,Aphelandra,cuscoensis,,Aphelandra cuscoensis,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 469 (1973),
16168-2,Acanthaceae,Aphelandra,darienensis,,Aphelandra darienensis,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 480 (1973),
16169-2,Acanthaceae,Aphelandra,dasyantha,,Aphelandra dasyantha,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 474 (1973),
77139520-1,Acanthaceae,Aphelandra,davidsonii,,Aphelandra davidsonii,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,J. Bot. Res. Inst. Texas 7: 113 (2013),
16170-2,Acanthaceae,Aphelandra,decorata,,Aphelandra decorata,(Nees) Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Smithsonian Contr. Bot. 18: 72 (1975),244502-2
16171-2,Acanthaceae,Aphelandra,diachyla,,Aphelandra diachyla,Leonard,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Contr. U.S. Natl. Herb. 31: 714 (1958),
16172-2,Acanthaceae,Aphelandra,dielsii,,Aphelandra dielsii,Mildbr.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Biblioth. Bot. 29: 147 (1937),
16174-2,Acanthaceae,Aphelandra,diffusa,,Aphelandra diffusa,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 477 (1973),
16175-2,Acanthaceae,Aphelandra,dodsonii,,Aphelandra dodsonii,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 486 (1973),
16176-2,Acanthaceae,Aphelandra,dolichantha,,Aphelandra dolichantha,Donn.Sm.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Bot. Gaz. 27: 438 (1899),
16177-2,Acanthaceae,Aphelandra,dukei,,Aphelandra dukei,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Phytologia 25: 475 (1973),
16178-2,Acanthaceae,Aphelandra,dunlapiana,,Aphelandra dunlapiana,Standl. & L.O.Williams,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,Ceiba 1: 164 (1950),
77080761-1,Acanthaceae,Aphelandra,encarnacionii,,Aphelandra encarnacionii,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,"Ann. Naturhist. Mus. Wien, B 108: 168 (2007)",
77139523-1,Acanthaceae,Aphelandra,espinosae,,Aphelandra espinosae,Wassh.,SPECIES,Accepted,,,,30000831-2,Aphelandra,R.Br.,In review,J. Bot. Res. Inst. Texas 7: 119 (2013),
